order_purchase_timestamp_encoded_days (recency),frequecy,payment_value
2343,1,266.58
2313,1,33.09
2157,1,247.97
2225,1,95.64
2322,1,168.28
2366,1,44.42
2287,1,168.29
1906,1,613.15
2041,1,43.63
2225,1,104.37
2169,1,51.09
2331,2,66.69
2236,1,62.01
2087,1,91.93
1937,1,209.36
2151,1,67.79
1894,1,201.4
2317,1,71.63
2033,1,58.160000000000004
2142,1,142.64
1988,1,349.46
2231,1,24.17
2035,1,61.31
1940,1,107.41
2227,1,33.0
1946,1,179.34
1996,1,210.62
2224,1,135.34
2007,1,63.23
2440,1,306.98
2212,1,98.81
2398,1,101.28
1961,1,104.08
2412,1,121.28
2125,1,105.37
2316,1,104.28
2041,1,34.69
2207,1,31.75
2216,1,72.14
1939,1,103.48
2118,1,168.45
2289,1,182.55
2153,1,66.67
2113,1,133.57
2349,2,255.85
2045,2,36.69
1925,1,203.96
2398,1,72.98
2237,1,115.45
1937,1,62.65
2051,1,507.84
2112,1,157.3
2064,1,38.62
2409,1,146.21
1883,1,93.02
1940,2,869.16
1932,1,149.29
1927,1,140.04
2185,1,231.12
1885,1,530.16
2045,1,100.46
1931,2,42.51
2075,1,872.17
2061,1,296.28
1983,2,264.37
1973,1,120.26
2101,1,102.64
1887,1,73.72
1885,1,50.93
2079,1,129.09
2018,1,53.29
2176,1,95.83
1955,1,296.73
2368,1,52.51
2434,1,85.6
2420,1,167.48
2048,1,50.78
2327,1,114.68
2343,1,90.07
2178,1,83.11
2056,2,96.22
2187,1,179.35
2317,1,122.76
2190,1,142.08
2451,1,52.9
2312,1,73.34
1960,1,154.38
1940,1,579.93
1945,1,200.37
2314,1,86.02
2136,2,61.77
2422,1,195.42
2461,1,46.02
2339,1,147.15
1992,1,2153.35
2423,2,241.21
1909,1,58.18
2183,1,200.52
2152,1,117.14
1925,1,71.75
1884,1,66.95
1954,1,63.4
1891,1,120.53
2443,1,132.73
2441,1,123.25
2025,1,118.4
1893,2,74.64
1959,1,145.57
2274,1,154.36
1993,1,145.66
2245,1,254.91
2208,1,61.59
2350,1,112.43
2029,1,97.87
1924,1,237.6
2063,1,94.99
1911,1,83.73
2089,1,167.2
1918,1,122.97
2101,1,78.14
1900,1,210.4
1893,1,93.32
2152,1,616.94
2078,1,29.68
2019,2,49.44
1999,2,72.86
2296,1,249.16
2026,1,189.56
2344,3,34.69
2060,1,55.78
1973,1,231.6
2239,1,60.0
2204,1,110.04
2153,1,124.52
2080,1,48.09
2176,1,77.57
2029,1,63.23
2184,1,64.08
2099,1,77.44
2448,1,27.49
2043,1,166.7
2168,1,117.85
1889,1,42.86
1897,1,164.08
2139,1,190.48
2166,1,195.0
2109,1,111.8
2393,1,272.61
2091,1,62.05
2073,1,387.0
2217,1,47.09
2035,1,178.8
2126,2,73.38
1985,1,68.88
2324,1,151.61
1986,1,393.29
2289,1,23.6
2049,1,138.82
2023,1,35.76
1991,2,136.71
2280,1,70.41
2313,1,152.56
2316,1,285.64
2062,1,65.0
2323,1,71.14
2100,1,360.76
2430,1,84.56
2166,1,144.99
2148,1,112.64
2041,1,27.88
1942,1,158.75
2071,1,56.85
2153,1,76.78
2064,1,49.33
2223,1,151.18
1987,1,203.16
2153,1,121.7
2081,1,82.13
2208,1,218.63
1977,1,73.4
1882,1,104.93
2372,1,144.68
2242,1,114.49
2070,1,276.22
2078,1,90.17
1984,1,57.73
2043,1,58.03
1958,1,499.52
2350,1,291.71999999999997
2107,1,163.25
2028,2,33.61
2312,1,32.09
2404,2,114.36
2036,1,1017.63
2151,2,105.38
2037,1,209.12
1968,1,309.63
1995,1,63.58
2306,1,93.38
2404,1,125.8
2294,1,324.87
2161,1,261.07
2104,1,117.85
1947,1,38.41
2144,1,68.49
2290,1,41.09
1903,1,43.41
2454,1,239.48
2221,1,246.36
1953,1,59.1
2057,1,57.72
2420,1,225.19
1969,1,27.29
2050,1,164.39
2018,1,49.7
2178,1,654.74
2142,1,119.84
2080,1,141.51
2345,1,128.0
2032,1,82.9
1986,1,130.35
2151,1,120.35
1896,1,36.36
1930,1,66.17
2345,1,232.05
2142,1,37.77
2152,1,66.67
2342,1,91.79
2141,1,132.44
2151,1,261.12
2069,1,202.5
1921,1,144.12
1891,1,143.49
2275,1,50.1
2412,1,23.72
2185,1,112.13
2113,1,80.26
2416,1,64.65
1902,1,122.23
1898,1,243.25
2332,1,44.38
1923,1,143.96
2359,1,115.41
1928,1,44.82
2321,1,152.99
2183,1,45.01
1959,1,74.4
2371,1,467.61
1993,1,37.75
2303,1,183.32
2263,1,77.57
2032,1,36.22
2078,1,113.15
1999,1,47.37
2303,1,62.92
2370,1,65.7
1888,1,85.46
2270,1,60.75
2159,1,267.01
2050,1,299.74
2049,1,37.13
2229,1,319.37
2418,1,54.51
1969,1,112.74
2101,1,102.64
2297,1,190.89
2321,1,67.59
2285,1,61.73
2098,1,106.87
1898,1,104.07
2013,1,77.66
1975,1,94.5
2193,1,248.96
1972,1,157.81
2097,1,335.48
2412,1,104.79
1902,1,36.09
2049,1,155.77
1892,1,239.57
2166,1,174.04
1948,1,192.91
2268,1,136.5
2062,1,45.09
2201,1,37.37
1918,1,104.13
2322,1,131.57
1944,1,53.35
1949,1,267.93
2278,1,160.46
2110,1,50.34
2108,1,95.3
1930,1,138.5
2138,1,137.99
1995,1,164.46
2079,1,93.01
2106,1,137.47
2153,1,73.96
2364,1,33.51
1917,1,70.49
2033,1,58.28
1932,1,202.07
2197,1,107.28
1914,1,41.6
1981,3,77.88
2244,1,164.9
2043,1,48.22
2045,1,62.2
2052,1,55.84
1950,1,97.49
2428,1,320.15
1981,1,114.31
1986,1,141.9
2346,1,75.54
2441,1,108.88
2366,1,424.89
1983,1,65.23
2255,1,119.04
1996,1,54.82
2240,1,65.71
2135,1,126.39
1937,1,219.57
2323,1,247.41
2095,1,128.24
2345,1,23.849999999999998
2342,1,36.62
2152,1,66.64
2386,1,50.05
2170,1,261.42
2152,1,130.33
2226,1,132.94
1957,1,561.92
1975,1,99.52
2336,1,264.67
2183,1,116.24
2008,1,2389.78
2177,1,26.09
2035,1,67.36
1896,1,36.12
2463,1,55.91
2309,2,108.51
1983,1,98.34
1954,3,68.25
2155,1,33.84
2053,1,91.76
2022,1,33.54
2316,1,127.05
1915,1,131.76
2078,1,264.05
2338,1,100.34
2282,1,73.34
2061,1,53.1
2133,1,76.66
2178,1,64.1
2251,1,121.38
1891,1,33.33
2344,1,81.11
2332,1,740.76
2200,1,121.09
1919,1,444.24
2566,1,89.16
2355,1,97.34
2101,1,141.32
2257,1,31.34
2077,1,128.06
2037,1,52.45
2353,1,102.83
1971,1,111.28
1995,1,138.74
1999,1,21.39
2001,1,113.13
1936,1,74.72
2143,1,316.85
2361,1,93.13
2112,1,86.43
2185,1,203.16
2077,1,57.68
2072,1,129.09
2385,1,49.51
2030,1,82.77
2317,1,568.0
2233,2,283.2
2070,1,68.0
1906,1,143.55
2462,1,186.46
2171,1,155.14
2252,1,44.0
2105,1,83.38
2453,1,53.5
2406,1,27.75
1907,1,42.86
2242,1,636.46
2063,1,76.65
1915,1,30.0
2310,1,116.94
2391,1,134.91
2032,1,46.78
2280,2,72.83
1897,1,190.09
1995,1,82.9
1910,1,221.48
2001,1,319.88
1989,1,93.44
2162,1,166.8
2269,1,226.9
2086,1,100.24
1940,1,39.08
1919,1,153.82
2330,1,33.17
2371,1,65.8
2052,1,173.27
1985,1,187.59
2366,1,163.18
2133,1,104.37
2329,1,40.86
1961,1,207.4
2185,1,108.17
2157,1,571.0
1936,1,63.68
1941,1,623.1
2135,1,34.0
2394,2,182.45
2066,1,58.59
2151,1,99.7
1886,1,168.08
2128,1,190.37
2455,1,86.03
2037,1,117.39
2014,1,688.24
2282,2,128.04
1929,1,45.19
1890,1,159.62
2173,2,161.0
2004,1,195.68
2240,1,81.89
1932,1,137.93
2080,1,126.43
1925,1,44.52
2270,1,34.0
2059,1,89.19
1982,1,134.71
2091,1,61.01
2061,1,340.2
2157,1,140.0
2150,1,232.41
2078,2,115.81
2066,1,67.5
2079,1,95.3
2072,1,61.77
2454,1,239.64
2198,1,50.1
2056,1,504.35
2109,1,63.63
2094,1,67.5
2079,1,154.94
2358,1,47.01
2266,1,124.42
1900,1,52.9
2380,1,51.35
1984,1,97.43
2343,1,37.59
2335,1,188.34
2296,1,33.78
2187,1,110.91
1917,1,109.81
1931,1,41.03
1920,1,43.17
2148,1,117.14
2011,1,163.81
2143,1,69.12
2027,1,521.37
2219,1,1196.78
1926,1,16.39
2212,1,130.56
2163,1,62.01
2415,2,248.26
1951,1,177.87
2080,1,46.35
2127,1,106.06
2017,1,134.38
2252,2,108.3
1906,1,149.01
1906,3,44.78
2138,1,301.76
2099,1,69.12
1954,1,53.96
2245,1,104.56
2136,1,35.69
1967,1,302.27
2139,1,186.05
2060,1,141.7
2000,1,580.31
2263,1,36.78
2296,1,290.3
1887,1,257.37
1903,1,250.91
2235,1,62.78
2445,2,70.17
2214,1,81.92
1952,1,94.77
2274,2,103.73
2153,1,64.86
2346,1,203.84
2346,1,64.18
2189,1,77.03
2437,1,62.83
2108,1,60.85
2020,2,33.37
1976,1,103.43
1924,1,116.91
2200,1,51.0
2329,1,60.75
2281,1,41.34
2046,1,92.97
1882,1,53.37
2457,1,105.74
1887,1,205.51
2214,1,56.49
2037,1,45.22
2323,1,137.53
2205,1,37.82
2233,1,76.57
2476,1,19.62
2356,1,38.63
2072,1,109.41
2292,1,75.08
2125,1,41.84
1931,1,270.07
2407,1,151.06
2049,1,36.95
2194,1,86.83
2293,1,135.59
2083,1,64.76
2174,1,251.84
1923,1,63.12
2189,1,48.27
2148,1,51.84
1980,1,122.31
2014,1,86.98
2118,1,258.0
2241,1,164.79
1915,1,193.84
2158,1,76.65
2201,2,62.82
2210,1,73.34
2189,1,53.0
2393,1,129.73
2080,1,190.44
1891,1,76.28
2108,1,106.87
2405,1,129.47
2061,1,69.24
2421,1,163.16
2037,1,211.49
2006,2,98.24
1973,1,80.44
2274,1,113.71
2436,1,88.23
2219,1,35.0
1987,1,339.74
1912,1,32.13
1890,1,177.52
2181,1,29.09
2068,1,414.04
2219,1,214.52
1885,1,44.18
1915,1,372.52
2056,1,558.43
1883,2,78.21
1938,2,52.57
2149,1,76.65
2415,1,29.62
2052,1,177.72
2271,1,129.01
2204,2,96.8
1986,1,50.14
2262,1,787.6
2282,1,70.15
2268,1,41.69
2276,1,40.0
2232,1,350.19
1959,1,93.37
2260,1,70.75
2091,1,147.26
2440,1,103.11
2003,1,253.36
2038,1,152.76
2330,1,65.0
2098,1,124.5
2082,1,135.35
2455,1,77.54
2154,4,54.61
2366,1,44.42
1930,1,65.24
2236,1,142.92
2042,1,242.59
2349,1,86.2
1890,1,63.55
2337,1,336.86
2212,1,15.57
2147,1,93.48
1885,1,528.52
2184,1,255.33
2376,1,77.36
2153,1,675.86
2219,1,107.78
1893,1,62.9
2245,1,63.61
2224,1,43.0
2437,1,113.87
2153,1,27.09
1927,1,220.25
1896,1,111.62
1981,1,140.58
2120,1,75.07
1988,1,106.54
2338,2,593.77
2249,1,31.69
2028,1,66.23
2225,1,155.14
2263,1,164.06
1999,1,318.97
2182,1,101.34
2389,2,51.7
1969,1,64.21
1885,1,131.46
2079,1,168.33
1916,1,129.87
2148,2,75.8
2193,1,62.01
2300,1,48.09
2110,1,74.17
2000,1,189.0
2136,1,44.1
2153,1,462.84
2044,1,45.22
2027,1,40.45
1898,1,118.35
1989,1,42.77
2286,1,146.9
2198,1,110.8
2156,1,89.63
1999,1,82.9
2435,1,75.44
2260,1,116.94
2165,1,46.69
1946,2,132.08
2185,1,36.78
2069,1,187.43
2047,1,177.05
2356,1,29.52
2443,1,151.37
2223,1,154.64
2025,1,80.9
2091,1,57.9
1905,1,120.91
2100,1,247.85
2086,2,104.87
1943,1,130.05
2416,1,91.16
2022,1,220.28
1997,1,111.61
2105,1,28.8
1957,1,117.96
1888,1,132.82
2143,1,95.99
2208,1,169.32
2387,1,85.15
1913,1,87.57
2055,1,48.08
2324,1,137.3
2022,1,76.79
2062,1,732.68
2119,1,103.14
2371,1,619.07
2055,1,96.8
2019,1,51.15
2311,1,51.5
2107,2,37.09
1910,1,62.54
2152,1,83.56
2345,1,52.38
2127,1,618.96
1883,1,66.47
2101,1,162.55
1913,1,35.23
1993,1,49.879999999999995
2038,1,189.1
2335,1,563.16
2096,1,168.2
1953,1,882.92
2036,1,205.2
2076,1,32.77
2188,1,58.94
1984,1,87.14
1896,1,82.95
2300,1,68.63
1903,1,89.3
2139,1,133.46
2150,1,79.47
1945,1,147.33
2268,1,82.58
2027,1,36.39
2243,1,78.7
1956,1,89.75
2402,1,147.64
1944,1,72.09
2259,1,212.84
1989,2,566.19
2369,1,140.97
2360,1,160.17
1907,1,47.53
1894,1,123.34
1916,1,32.37
2201,4,89.75
2072,2,91.86
2098,1,87.05
2200,1,77.57
2282,1,490.36
2184,1,50.82
1891,1,28.25
2248,1,124.26
2467,1,105.74
2155,1,58.49
1904,1,173.99
1884,1,167.58
2031,1,37.61
2035,1,91.35
1894,1,18.23
2001,1,93.82
2217,1,51.63
2232,1,46.63
2191,1,30.0
1990,1,66.78
2345,2,143.83
2164,1,111.7
2060,1,134.16
2322,1,77.37
1946,1,40.89
2208,1,401.09
2086,1,62.71
2294,1,68.39
2196,1,87.64
2336,1,70.03
2109,1,270.98
2034,1,46.13
2114,1,47.84
2153,1,155.58
2061,5,65.09
1903,1,111.55
2280,1,31.53
2188,1,179.07
1961,1,138.96
2228,1,24.1
2179,1,629.13
2226,1,283.32
1958,1,127.52
2068,1,52.85
2056,1,366.9
1898,1,287.0
2365,2,76.75
1891,2,147.98
2112,1,612.59
1911,1,248.84
2135,1,79.2
2312,1,33.22
2239,1,79.56
2186,1,63.1
1974,1,251.43
2340,1,105.28
2002,1,179.0
2425,1,116.43
2338,1,81.89
2142,1,55.0
2138,1,145.66
2075,1,64.04
1956,1,179.03
1967,1,305.0
1951,1,54.37
1923,1,193.22
2282,1,125.25
2104,1,128.42
2355,1,54.42
2293,1,361.27
1966,1,117.07
1920,1,201.23
2189,1,179.86
1911,1,344.05
2153,1,69.15
1913,1,201.42
1940,1,267.54
1985,1,96.26
2203,1,157.63000000000002
1888,1,157.75
1998,1,410.84
1900,1,4513.32
2273,1,52.59
2270,1,112.6
2418,1,227.81
2004,1,53.9
2112,1,22.68
2126,1,96.8
1912,1,838.83
2362,1,72.48
2140,1,53.99
2270,1,125.21
1961,1,107.31
1929,1,81.78
2316,1,52.01
1958,1,290.95
1963,1,72.33
2387,1,126.07
2065,1,263.24
2037,3,105.59
2220,1,265.49
2152,1,36.35
2300,1,99.95
2326,1,66.01
2192,1,46.01
2266,1,51.0
2144,1,105.07
2261,1,820.35
2192,1,39.1
2006,1,119.73
2014,1,31.88
1902,1,63.55
2358,1,114.57
2145,1,26.84
1987,1,42.2
2207,1,1653.6
2018,1,33.19
1981,1,167.74
1945,1,190.33
1939,2,111.72
2131,1,120.09
1884,1,53.48
2138,1,152.08
2367,1,818.89
2088,1,262.69
2009,1,106.05
1935,1,69.04
1903,1,195.54
2008,1,37.61
2195,1,217.15
2233,1,72.14
2121,1,34.0
2085,1,72.15
1891,1,75.42
2416,1,101.14
2174,1,51.69
2182,2,76.76
1981,1,331.68
2313,1,39.48
2252,1,53.79
2235,1,1341.55
2341,1,85.6
2157,1,479.47
1951,1,162.92
2391,1,30.86
2099,1,81.5
2022,1,55.79
2011,1,164.82
2078,1,52.68
2085,1,121.2
2003,1,52.23
2076,1,89.8
2000,1,66.05
2417,1,28.62
2268,1,27.6
2106,1,163.83
2097,1,283.61
1981,1,138.72
2139,1,229.8
2214,1,34.84
2059,1,165.7
1887,1,82.25
2253,1,105.18
1911,1,163.38
2416,2,40.42
2242,1,29.75
2323,1,107.78
2302,1,120.03999999999999
1969,1,53.22
1908,1,67.94
2019,1,119.16
1975,1,250.53
2024,1,124.16
2031,1,63.66
2097,1,91.89
2254,1,22.24
2210,1,54.11
2004,1,125.33
1916,1,82.56
2403,1,340.59
2194,1,22.78
1929,1,87.51
1891,1,27.39
2181,1,159.62
2077,1,67.5
2002,2,123.53
2153,1,979.42
2155,2,47.78
2268,2,50.72
2066,1,199.14
2175,1,195.12
2067,1,80.96
2280,2,116.23
1978,1,200.04
1893,2,133.57
2056,1,43.0
1975,1,24.23
2015,1,17.87
2203,1,246.92
2276,1,28.76
1914,1,42.51
2366,1,589.72
2037,1,482.71
1992,1,212.85
2082,1,27.68
1909,1,133.4
2059,1,55.4
2077,1,83.15
2256,1,137.13
2153,1,49.4
2094,2,34.0
1904,1,256.59
2076,1,29.75
2220,1,111.92
1928,1,117.61
2302,1,41.09
2318,1,52.38
2268,1,80.2
2152,1,426.01
2059,1,135.49
1939,1,105.6
1976,1,51.06
2260,1,130.16
1977,1,311.53
1940,1,66.11
1904,1,107.3
1913,1,110.16
2301,1,124.69
2104,1,222.67
2394,1,26.71
2409,1,152.09
2178,1,117.16
2448,1,454.8
2361,1,49.1
1981,1,87.32
2152,1,49.91
2173,1,555.09
2127,1,59.75
2143,1,101.34
2039,1,134.72
2268,1,227.27
2010,1,216.38
1915,1,192.89
2162,1,317.34
2113,1,140.07999999999998
2152,1,170.28
2174,1,197.95
2389,1,363.64
2044,1,300.8
2027,1,55.23
1923,2,231.57
2100,1,117.85
2414,1,66.47
1946,1,46.3
2224,1,132.1
2327,1,59.69
2324,1,696.08
1891,1,119.37
2237,1,342.02
1957,1,83.57
1971,2,97.88
2002,1,56.22
2446,1,78.6
2000,1,298.83
1957,1,197.98
1886,1,160.81
2285,1,102.03
2049,1,376.12
2225,1,95.56
2186,1,148.06
2363,1,101.03
2120,1,40.53
1897,1,60.7
1959,1,304.22
2185,1,135.59
2075,1,42.0
2134,1,108.16
2148,1,46.15
2345,1,138.15
1963,1,157.81
1953,1,2045.47
2188,1,211.79
2237,1,489.75
1938,1,129.1
2056,1,76.64
2057,1,267.41
2367,1,31.96
2013,1,207.25
2154,1,1071.1
2099,1,164.71
2043,1,52.69
1915,1,323.7
2064,1,180.79
1896,1,56.87
2157,1,55.6
2113,1,74.07
2146,2,153.32
2000,1,163.92
2428,2,38.06
2319,1,249.5
2087,1,177.44
2359,1,748.27
2065,1,165.7
2234,1,44.41
2037,1,114.42
1904,1,128.77
1921,1,201.33
2251,1,125.0
2280,1,314.55
2247,1,210.47
2022,1,241.48
2113,1,71.88
2411,1,136.52
2143,1,188.34
2007,1,334.67
2316,1,81.82
2251,1,61.37
1940,1,122.41
1976,1,139.71
1917,1,81.46
2039,1,94.58
2344,1,2150.81
2249,1,60.34
2241,1,95.58
1985,1,263.65
2046,1,64.85
2420,1,43.72
2415,1,164.1
2357,1,25.86
2115,1,64.1
2107,1,264.98
1916,1,201.98
2145,1,116.45
2224,3,214.14
2146,1,20.1
2031,1,55.13
2034,1,367.57
2165,1,40.84
2112,1,135.51
2035,1,36.37
2107,1,92.9
1913,2,39.75
2109,1,78.9
2215,1,67.36
2252,1,232.75
1985,1,231.37
2077,1,39.56
2083,1,33.75
1947,1,235.81
2245,1,31.75
1897,1,183.39
2096,1,114.32
1891,1,136.92
2227,1,82.73
2080,1,286.56
2013,2,184.86
1997,1,104.44
2229,1,100.86
2055,1,65.0
2123,1,72.83
2085,1,115.35
2077,1,133.85
1958,1,73.25
2136,1,138.6
2062,1,60.1
2192,1,65.24
2381,1,65.46
1992,1,104.9
1912,1,30.69
1880,1,147.62
2426,1,81.14
1933,1,620.29
2197,1,113.01
1901,1,46.2
2047,2,80.33
2182,1,118.01
2076,1,114.42
2212,1,82.48
2008,1,87.97
1991,1,155.98
1949,1,112.02
2022,1,93.37
2421,1,103.93
2247,1,115.16
2163,1,382.39
2143,1,59.11
2343,2,55.09
2103,1,115.5
2100,1,92.9
2415,1,81.78
2072,1,87.55
2056,1,108.2
2142,1,50.0
2063,1,102.13
2030,1,122.1
1952,1,165.78
1906,1,145.18
1978,2,164.16
2130,1,34.17
2099,1,192.76
2123,1,130.15
1982,1,118.09
1954,1,873.91
1917,2,169.32
2022,1,35.17
1986,1,178.18
1993,2,24.77
2097,1,71.62
2032,1,110.55
2314,1,140.08
2176,2,50.0
2039,2,17.38
2398,1,66.04
2157,1,310.81
2142,1,24.97
2000,1,132.49
2177,1,167.51
2142,1,140.49
2006,1,148.16
1955,1,118.57
2321,1,64.1
2188,1,348.8
2224,1,144.65
2415,1,52.18
2039,1,42.69
2132,1,60.05
1902,1,165.94
2126,1,121.69
2104,1,668.95
2106,1,221.79
2253,1,248.84
1924,1,217.22
2185,1,56.78
2108,1,55.09
1918,1,142.27
1947,1,48.89
2149,1,515.81
2148,1,137.6
2161,1,170.84
2186,1,138.33
2139,1,337.51
2323,1,75.16
2153,1,142.26
1959,1,48.93
1924,1,44.98
2358,1,159.01
2112,1,102.87
1978,1,146.12
1898,1,596.64
1975,1,373.15
1901,1,42.4
1968,1,162.97
2008,1,194.23
2341,1,111.0
2200,1,528.62
2223,1,227.71
2010,1,72.76
2134,1,278.22
2043,1,189.33
1912,1,210.96
2232,1,134.49
1977,1,93.11
2086,1,33.75
2058,1,60.0
2009,1,116.9
2169,1,55.05
2141,1,42.78
2062,1,67.68
2371,1,123.25
2090,1,251.44
2013,1,187.06
2415,1,41.52
2340,1,49.84
1904,1,78.73
2144,1,60.94
2135,1,170.82
2064,1,122.49
2064,1,162.55
1988,1,55.23
2179,1,55.83
2141,2,73.86
2130,1,81.52
1901,1,54.59
2004,1,102.09
2066,1,124.42
2095,1,60.59
1900,1,104.22
1938,1,344.94
1902,1,78.55
2146,1,1644.36
2038,1,89.91
1962,2,45.08
2054,1,217.83
2212,1,297.62
1888,1,70.4
2044,1,249.95
2065,1,186.94
2292,1,253.87
2225,1,318.53
2387,1,64.32
2437,1,18.56
2286,2,56.78
2183,1,61.6
2024,1,157.78
2107,1,120.07
2055,1,141.62
2150,1,36.84
2038,1,58.75
2177,1,175.94
1966,1,197.51
2106,1,25.84
2105,1,61.58
2008,1,90.05
2114,1,47.87
2392,1,41.64
1928,2,479.44
1962,1,175.08
2178,1,82.81
1906,1,169.18
1936,1,33.23
2075,1,1333.25
2227,1,50.0
2232,1,95.3
1928,2,171.34
2114,1,131.51
2084,1,37.77
1978,1,151.32
1906,2,154.7
2255,1,54.0
2029,1,42.27
2016,1,68.22
2208,1,197.53
2053,1,157.13
2066,1,94.7
2041,1,167.92
2314,1,91.18
2007,1,446.51
1957,1,72.05
2130,1,135.58
1885,1,26.38
1983,1,149.59
2019,1,237.59
2058,1,28.09
1890,1,134.51
1911,1,152.64
2242,1,251.54
2103,1,207.02
2005,1,57.34
2157,1,237.94
2107,1,690.86
2263,1,42.53
2159,1,267.74
2253,1,175.77
2213,1,22.75
2422,1,60.34
1899,1,128.46
2380,1,214.56
2237,1,201.95
2006,1,923.17
2313,1,170.6
2064,1,86.2
1979,2,37.38
1994,1,38.95
2030,1,116.61
2332,1,72.45
1887,1,144.21
2078,1,187.2
2004,1,67.23
2155,1,310.21
2237,1,82.73
1952,1,58.43
2208,1,116.94
2036,1,228.41
2145,9,65.1
2082,1,116.94
1916,1,557.36
1897,1,57.39
2051,1,90.38
2448,1,38.42
2358,1,115.9
2077,1,161.86
2271,1,101.93
1972,1,176.97
2380,1,111.99
2164,1,36.78
1880,1,69.07
2013,1,537.18
2418,1,82.87
1900,1,69.54
2023,1,138.73
1994,1,58.63
2019,1,32.39
2058,1,144.54
2082,1,45.09
2373,1,18.25
2149,1,154.04
2104,6,72.78
1923,1,214.97
2000,1,195.48
1996,1,35.77
2215,1,36.58
2208,1,50.1
2293,1,27.09
2065,1,126.3
2020,1,137.23
2081,1,146.3
2373,1,29.95
1916,1,76.07
2427,1,71.71
2152,1,40.19
2246,1,336.2
2185,1,305.57
1892,1,188.89
1910,1,132.0
2132,1,39.62
2192,1,267.99
2084,1,189.37
2176,1,191.64
2140,1,36.77
2153,1,66.6
2211,1,195.68
2029,1,235.61
1941,1,174.19
2040,1,20.06
2332,1,75.07
1933,1,432.54
1916,1,149.58
2153,1,98.14
2121,1,91.18
1920,1,147.79
2070,1,671.51
2011,1,113.2
2101,1,137.99
1985,1,58.94
1975,1,67.23
2400,1,39.45
2100,1,31.38
1953,1,40.17
1974,1,64.76
1945,1,92.79
2087,1,38.38
2079,2,220.88
2321,1,55.69
2069,1,163.69
1993,1,405.33
2167,1,54.53
2315,1,206.95
2433,1,40.39
1929,1,132.0
2124,1,142.81
2007,1,68.32
1896,1,83.45
2365,1,21.69
2312,1,72.14
2172,1,622.16
2195,1,760.91
2030,1,40.96
2192,1,65.71
1974,1,31.29
2153,1,35.4
2023,1,226.79
1907,1,1756.1
2195,1,92.87
2400,1,107.27
1915,1,40.27
1876,1,260.5
2063,2,148.15
1981,1,25.04
2348,1,124.96
2140,1,51.75
2101,1,55.69
2071,1,146.59
2163,1,749.44
1981,2,95.1
2124,1,69.33
2152,1,142.61
2106,1,89.27
2259,1,96.02
2008,1,186.05
2161,1,133.97
2346,1,66.57
2400,1,71.71
1997,1,169.95
1998,1,97.19
1987,1,259.27
2327,1,75.03
2203,1,136.6
2186,1,144.68
1981,1,119.57
1903,1,38.86
2093,1,117.1
2169,1,88.2
1994,1,68.22
2087,1,75.07
2099,1,64.09
2130,1,40.09
2071,2,163.06
2205,2,87.64
2089,1,157.22
2088,1,62.64
2293,1,153.01
2216,1,99.7
2223,2,145.67
2241,2,322.5
2127,1,76.36
2035,1,189.57
2316,3,73.34
2324,1,34.24
2028,1,185.06
2294,1,68.02
2171,1,72.83
2050,1,61.2
2030,1,43.29
2132,1,42.27
2038,1,179.79
2288,1,89.57
1905,1,193.36
1975,1,201.96
2181,1,739.42
2052,1,86.72
2091,2,121.97
2426,1,91.92
2384,1,145.97
2160,1,502.23
1974,1,269.28
2227,1,137.99
2167,1,185.54
2007,1,260.32
2171,1,88.72
2334,1,45.0
2102,1,137.6
2352,1,104.37
2001,1,117.1
2071,2,101.91
2155,1,171.29
2350,6,149.16
2112,1,81.76
2139,1,147.15
2233,1,148.15
2153,1,33.85
1893,1,85.58
1915,1,888.84
2001,1,84.72
1890,1,79.08
2153,1,58.61
2327,1,126.2
2131,1,133.76
2162,1,62.68
2094,1,115.64
2380,1,117.43
2097,1,184.95
2209,1,39.1
2111,1,64.0
2216,1,40.09
2249,1,123.56
2052,1,123.61
2085,1,1140.58
1962,1,286.78
2476,2,19.62
1884,1,82.19
1955,1,171.0
2078,1,36.69
1963,1,32.29
1900,1,150.09
2153,1,34.0
2239,1,71.14
2175,1,579.58
1931,1,180.81
2140,1,215.07
1986,1,2036.04
1959,1,67.06
1984,1,76.31
2261,1,64.62
2009,1,91.01
2120,1,238.69
2216,1,150.27
2380,1,56.29
2086,1,610.89
2439,1,60.95
1956,1,57.79
2227,1,75.17
2005,1,196.22
2084,1,55.44
1930,1,118.35
2148,2,124.28
1959,1,80.15
2441,1,97.27
1887,1,98.63
2464,1,187.49
2234,1,63.1
2333,1,60.0
2268,1,82.23
2191,1,72.14
2411,1,128.62
2139,1,132.05
1937,1,151.23
2187,1,25.01
2066,1,90.55
1979,1,65.13
2427,1,58.94
1931,1,82.65
1907,1,243.41
2201,1,86.73
1953,1,132.42
2002,1,267.64
1986,1,154.81
2154,1,416.69
1933,1,140.53
2416,1,38.11
1890,1,226.65
1986,1,74.31
2180,1,116.23
2226,1,56.78
2107,1,41.75
1900,1,33.34
2091,1,196.32
2217,1,22.79
2418,1,1350.5
2015,1,44.23
2037,1,308.57
2094,1,519.16
2043,1,79.72
2366,1,80.85
1923,1,60.63
2280,1,154.2
2048,1,18.19
1949,1,324.94
2309,1,82.67
2110,1,130.73
2244,2,113.2
2190,1,85.14
2163,6,134.03
2361,1,209.67
2294,1,167.29
